1,1,737488.9158,52.197825,117.2480917,2142.2
2,1,737488.9166,52.19783167,117.2480867,2143
3,1,737488.9166,52.19783333,117.2480883,2143
4,1,737488.9166,52.19783333,117.2480917,2143.1
5,1,737488.9166,52.19783333,117.2480917,2143
6,1,737488.9166,52.19783167,117.2480917,2143
7,1,737488.9167,52.19783167,117.24809,2142.9
8,1,737488.9167,52.19783167,117.2480883,2142.8
9,1,737488.9167,52.19783167,117.2480883,2142.8
10,1,737488.9167,52.19783167,117.2480883,2142.7
11,1,737488.9167,52.19783167,117.24809,2142.7
12,1,737488.9167,52.19783167,117.2480917,2142.7
13,1,737488.9167,52.19783167,117.2480933,0
14,1,NaN,NaN,NaN,NaN
15,1,NaN,NaN,NaN,NaN
16,1,NaN,NaN,NaN,NaN
17,1,NaN,NaN,NaN,NaN
18,1,NaN,NaN,NaN,NaN
19,1,NaN,NaN,NaN,NaN
20,1,NaN,NaN,NaN,NaN
21,1,NaN,NaN,NaN,NaN
22,1,NaN,NaN,NaN,NaN
23,1,NaN,NaN,NaN,NaN
24,1,NaN,NaN,NaN,NaN
25,1,NaN,NaN,NaN,NaN
26,1,NaN,NaN,NaN,NaN
27,1,NaN,NaN,NaN,NaN
28,1,NaN,NaN,NaN,NaN
29,1,NaN,NaN,NaN,NaN
30,1,NaN,NaN,NaN,NaN
31,1,NaN,NaN,NaN,NaN
32,1,NaN,NaN,NaN,NaN
33,1,NaN,NaN,NaN,NaN
34,1,NaN,NaN,NaN,NaN
35,1,NaN,NaN,NaN,NaN
36,1,NaN,NaN,NaN,NaN
37,1,NaN,NaN,NaN,NaN
38,1,NaN,NaN,NaN,NaN
39,1,NaN,NaN,NaN,NaN
40,1,NaN,NaN,NaN,NaN
41,1,NaN,NaN,NaN,NaN
42,1,NaN,NaN,NaN,NaN
43,1,NaN,NaN,NaN,NaN
44,1,NaN,NaN,NaN,NaN
45,1,NaN,NaN,NaN,NaN
46,1,NaN,NaN,NaN,NaN
47,1,NaN,NaN,NaN,NaN
48,1,NaN,NaN,NaN,NaN
49,1,NaN,NaN,NaN,NaN
50,1,NaN,NaN,NaN,NaN
51,1,NaN,NaN,NaN,NaN
52,1,NaN,NaN,NaN,NaN
53,1,NaN,NaN,NaN,NaN
54,1,NaN,NaN,NaN,NaN
55,1,NaN,NaN,NaN,NaN
56,1,NaN,NaN,NaN,NaN
57,1,NaN,NaN,NaN,NaN
58,1,NaN,NaN,NaN,NaN
59,1,NaN,NaN,NaN,NaN
60,1,NaN,NaN,NaN,NaN
61,1,NaN,NaN,NaN,NaN
62,1,NaN,NaN,NaN,NaN
63,1,NaN,NaN,NaN,NaN
64,1,NaN,NaN,NaN,NaN
65,1,NaN,NaN,NaN,NaN
66,1,NaN,NaN,NaN,NaN
67,1,NaN,NaN,NaN,NaN
68,1,NaN,NaN,NaN,NaN
69,1,NaN,NaN,NaN,NaN
70,1,NaN,NaN,NaN,NaN
71,1,NaN,NaN,NaN,NaN
72,1,NaN,NaN,NaN,NaN
73,1,NaN,NaN,NaN,NaN
74,1,NaN,NaN,NaN,NaN
75,1,NaN,NaN,NaN,NaN
76,1,NaN,NaN,NaN,NaN
77,1,NaN,NaN,NaN,NaN
78,1,NaN,NaN,NaN,NaN
79,1,NaN,NaN,NaN,NaN
80,1,NaN,NaN,NaN,NaN
81,1,NaN,NaN,NaN,NaN
82,1,NaN,NaN,NaN,NaN
83,1,NaN,NaN,NaN,NaN
84,1,NaN,NaN,NaN,NaN
85,1,NaN,NaN,NaN,NaN
86,1,NaN,NaN,NaN,NaN
87,1,NaN,NaN,NaN,NaN
88,1,NaN,NaN,NaN,NaN
89,1,NaN,NaN,NaN,NaN
90,1,NaN,NaN,NaN,NaN
91,1,NaN,NaN,NaN,NaN
92,1,NaN,NaN,NaN,NaN
93,1,NaN,NaN,NaN,NaN
94,1,NaN,NaN,NaN,NaN
95,1,NaN,NaN,NaN,NaN
96,1,NaN,NaN,NaN,NaN
97,1,NaN,NaN,NaN,NaN
98,1,NaN,NaN,NaN,NaN
99,1,NaN,NaN,NaN,NaN
100,1,NaN,NaN,NaN,NaN
101,1,NaN,NaN,NaN,NaN
102,1,NaN,NaN,NaN,NaN
103,1,NaN,NaN,NaN,NaN
104,1,NaN,NaN,NaN,NaN
105,1,NaN,NaN,NaN,NaN
106,1,NaN,NaN,NaN,NaN
107,1,NaN,NaN,NaN,NaN
108,1,NaN,NaN,NaN,NaN
109,1,NaN,NaN,NaN,NaN
110,1,NaN,NaN,NaN,NaN
111,1,NaN,NaN,NaN,NaN
112,1,NaN,NaN,NaN,NaN
113,1,NaN,NaN,NaN,NaN
114,1,NaN,NaN,NaN,NaN
115,1,NaN,NaN,NaN,NaN
116,1,NaN,NaN,NaN,NaN
117,1,NaN,NaN,NaN,NaN
118,1,NaN,NaN,NaN,NaN
119,1,NaN,NaN,NaN,NaN
120,1,NaN,NaN,NaN,NaN
121,1,NaN,NaN,NaN,NaN
122,1,NaN,NaN,NaN,NaN
123,1,NaN,NaN,NaN,NaN
